country,Lat,Long,suicides_no,population,suicides100k pop
Cuba,20.17182,-76.756585,441,1909690,23.09
Cuba,22.279666,-83.8401,113,707701,15.97
Cuba,20.36373,-74.970398,50,352169,14.2
Cuba,22.909997,-81.856389,123,1022839,12.03
Cuba,19.905531,-77.323452,75,808772,9.27
Cuba,20.988123,-77.425979,106,1903248,5.57
Cuba,22.78816,-80.252255,20,686162,2.91
Cuba,22.982257,-82.547193,13,761258,1.71
Cuba,20.737749,-76.325743,4,687609,0.58
Cuba,22.341843,-80.55596,3,647275,0.46
Cuba,22.788568,-82.15047,245,283396,86.45
Cuba,20.367847,-76.427415,357,1000596,35.68
Cuba,21.052218,-77.349903,412,1913864,21.53
Cuba,22.645218,-80.046029,108,718645,15.03
Cuba,20.920362,-76.871445,52,364108,14.28
Cuba,22.533203,-80.905783,107,1037368,10.31
Cuba,20.191984,-74.227191,71,795384,8.93
Cuba,20.27465,-76.951323,94,1906959,4.93
Cuba,22.195342,-78.912301,25,746677,3.35
Cuba,20.831038,-75.735664,16,696377,2.3
Cuba,20.254937,-76.539301,6,672968,0.89
Cuba,22.618022,-79.866034,2,634193,0.32
Cuba,22.74995,-83.554153,216,293384,73.62
Cuba,22.795051,-81.536168,401,1014211,39.54
Cuba,22.586912,-83.945508,436,1911139,22.81
Cuba,23.154237,-81.925559,49,376280,13.02
Cuba,22.149444,-80.202222,96,738010,13.01
Cuba,23.036608,-81.205961,111,1052791,10.54
Cuba,22.326914,-79.235671,47,778739,6.04
Cuba,22.803753,-81.191268,94,1903641,4.94
Cuba,21.236309,-77.525607,20,714544,2.8
Cuba,22.586774,-80.242608,20,729372,2.74
Cuba,22.805167,-82.583925,5,659106,0.76
Cuba,20.142977,-77.435318,4,621473,0.64
Cuba,22.001978,-79.263866,221,303110,72.91
Cuba,21.24224,-77.826248,348,1034381,33.64
Cuba,20.716325,-77.998164,409,1899900,21.53
Cuba,22.104747,-79.721406,51,388520,13.13
Cuba,22.717939,-82.289653,97,758006,12.8
Cuba,20.81914,-77.579575,116,1074729,10.79
Cuba,22.615784,-83.709034,62,761440,8.14
Cuba,21.575725,-78.282514,107,1891607,5.66
Cuba,22.34203,-80.270212,19,711945,2.67
Cuba,22.740565,-82.959119,12,732841,1.64
Cuba,23.131944,-82.364167,9,646878,1.39
Cuba,20.020833,-75.826667,2,610054,0.33
Cuba,21.380833,-77.916944,257,312547,82.23
Cuba,20.887222,-76.263056,394,1064263,37.02
Cuba,20.144444,-75.209167,418,1879569,22.24
Cuba,22.406944,-79.964722,56,400826,13.97
Cuba,20.961667,-76.951111,82,773518,10.6
Cuba,20.374167,-76.643611,104,1106391,9.4
Cuba,22.416667,-83.696667,56,745157,7.52
Cuba,22.146111,-80.435556,102,1870168,5.45
Cuba,23.041111,-81.5775,21,746139,2.81
Cuba,21.84,-78.761944,17,696005,2.44
Cuba,23.131944,-82.364167,4,636828,0.63
Cuba,20.020833,-75.826667,0,600657,0
Cyprus,35.16666667,33.366667,1,63504,1.57
Cyprus,35.16766667,33.367667,0,73855,0
Cyprus,35.16866667,33.368667,0,70201,0
Cyprus,35.16966667,33.369667,0,119889,0
Cyprus,35.17066667,33.370667,0,69281,0
Cyprus,35.17166667,33.371667,0,69881,0
Cyprus,35.17266667,33.372667,0,22730,0
Cyprus,35.17366667,33.373667,0,81348,0
Cyprus,35.17466667,33.374667,0,72963,0
Cyprus,35.17566667,33.375667,0,122486,0
Cyprus,35.17666667,33.376667,0,73496,0
Cyprus,35.17766667,33.377667,0,17099,0
Cyprus,35.17866667,33.378667,5,73992,6.76
Cyprus,35.17966667,33.379667,2,125288,1.6
Cyprus,35.18066667,33.380667,0,75880,0
Cyprus,35.18166667,33.381667,0,71455,0
Cyprus,35.18266667,33.382667,0,122632,0
Cyprus,35.18366667,33.383667,0,69500,0
Cyprus,35.18466667,33.384667,0,72098,0
Cyprus,35.18566667,33.385667,0,23228,0
Cyprus,35.18666667,33.386667,0,84119,0
Cyprus,35.18766667,33.387667,0,73737,0
Cyprus,35.18866667,33.388667,0,66009,0
Cyprus,35.18966667,33.389667,0,17291,0
Cyprus,35.19066667,33.390667,2,60428,3.31
Cyprus,35.19166667,33.391667,3,98485,3.05
Cyprus,35.19266667,33.392667,1,54147,1.85
Cyprus,35.19366667,33.393667,1,104038,0.96
Cyprus,35.19466667,33.394667,0,56410,0
Cyprus,35.19566667,33.395667,0,50624,0
Cyprus,35.19666667,33.396667,0,65412,0
Cyprus,35.19766667,33.397667,0,22299,0
Cyprus,35.19866667,33.398667,0,59250,0
Cyprus,35.19966667,33.399667,0,49934,0
Cyprus,35.20066667,33.400667,0,53202,0
Cyprus,35.20166667,33.401667,0,16387,0
Cyprus,35.20266667,33.402667,4,62661,6.38
Cyprus,35.20366667,33.403667,3,67452,4.45
Cyprus,35.20466667,33.404667,4,99191,4.03
Cyprus,35.20566667,33.405667,2,51837,3.86
Cyprus,35.20666667,33.406667,2,60126,3.33
Cyprus,35.20766667,33.407667,1,57341,1.74
Cyprus,35.20866667,33.408667,1,105435,0.95
Cyprus,35.20966667,33.409667,0,55734,0
Cyprus,35.21066667,33.410667,0,49682,0
Cyprus,35.21166667,33.411667,0,22842,0
Cyprus,35.21266667,33.412667,0,52329,0
Cyprus,35.21366667,33.413667,0,16633,0
Cyprus,35.21466667,33.414667,5,64866,7.71
Cyprus,35.21566667,33.415667,4,53856,7.43
Cyprus,35.21666667,33.416667,3,69357,4.33
Cyprus,35.21766667,33.417667,3,107098,2.8
Cyprus,35.21866667,33.418667,2,100123,2
Cyprus,35.21966667,33.419667,1,57514,1.74
Cyprus,35.22066667,33.420667,1,61353,1.63
Cyprus,35.22166667,33.421667,0,58243,0
Cyprus,35.22266667,33.422667,0,48947,0
Cyprus,35.22366667,33.423667,0,23595,0
Cyprus,35.22466667,33.424667,0,51269,0
Cyprus,35.22566667,33.425667,0,17205,0
Cyprus,35.22666667,33.426667,2,17897,11.18
Cyprus,35.22766667,33.427667,4,55768,7.17
Cyprus,35.22866667,33.428667,3,63227,4.74
Cyprus,35.22966667,33.429667,3,67267,4.46
Cyprus,35.23066667,33.430667,2,59428,3.37
Cyprus,35.23166667,33.431667,3,101951,2.94
Cyprus,35.23266667,33.432667,1,71415,1.4
Cyprus,35.23366667,33.433667,1,109618,0.91
Cyprus,35.23466667,33.434667,0,60276,0
Cyprus,35.23566667,33.435667,0,47379,0
Cyprus,35.23666667,33.436667,0,24362,0
Cyprus,35.23766667,33.437667,0,49978,0
Cyprus,35.23866667,33.438667,16,104052,15.38
Cyprus,35.23966667,33.439667,7,58499,11.97
Cyprus,35.24066667,33.440667,2,18436,10.85
Cyprus,35.24166667,33.441667,3,62348,4.81
Cyprus,35.24266667,33.442667,3,64765,4.63
Cyprus,35.24366667,33.443667,5,112837,4.43
Cyprus,35.24466667,33.444667,3,69949,4.29
Cyprus,35.24566667,33.445667,2,73788,2.71
Cyprus,35.24666667,33.446667,0,61894,0
Cyprus,35.24766667,33.447667,0,46407,0
Cyprus,35.24866667,33.448667,0,25015,0
Cyprus,35.24966667,33.449667,0,49044,0
Cyprus,35.25066667,33.450667,3,19014,15.78
Cyprus,35.25166667,33.451667,6,61663,9.73
Cyprus,35.25266667,33.452667,5,66107,7.56
Cyprus,35.25366667,33.453667,7,105858,6.61
Cyprus,35.25466667,33.454667,4,72713,5.5
Cyprus,35.25566667,33.455667,1,25758,3.88
Cyprus,35.25666667,33.456667,4,116224,3.44
Cyprus,35.25766667,33.457667,2,66001,3.03
Cyprus,35.25866667,33.458667,0,63385,0
Cyprus,35.25966667,33.459667,0,45750,0
Cyprus,35.26066667,33.460667,0,76382,0
Cyprus,35.26166667,33.461667,0,48319,0
Cyprus,35.26266667,33.462667,3,19667,15.25
Cyprus,35.26366667,33.463667,7,65092,10.75
Cyprus,35.26466667,33.464667,7,75567,9.26
Cyprus,35.26566667,33.465667,9,107241,8.39
Cyprus,35.26666667,33.466667,4,67097,5.96
Cyprus,35.26766667,33.467667,3,64577,4.65
Cyprus,35.26866667,33.468667,4,119200,3.36
Cyprus,35.26966667,33.469667,1,79168,1.26
Cyprus,35.27066667,33.470667,0,69866,0
Cyprus,35.27166667,33.471667,0,45354,0
Cyprus,35.27266667,33.472667,0,26570,0
Cyprus,35.27366667,33.473667,0,47682,0
Cyprus,35.27466667,33.474667,12,108755,11.03
Cyprus,35.27566667,33.475667,8,77047,10.38
Cyprus,35.27666667,33.476667,2,19308,10.36
Cyprus,35.27766667,33.477667,3,67311,4.46
Cyprus,35.27866667,33.478667,1,25937,3.86
Cyprus,35.27966667,33.479667,3,122543,2.45
Cyprus,35.28066667,33.480667,1,80672,1.24
Cyprus,35.28166667,33.481667,0,64690,0
Cyprus,35.28266667,33.482667,0,73838,0
Cyprus,35.28366667,33.483667,0,44757,0
Cyprus,35.28466667,33.484667,0,68773,0
Cyprus,35.28566667,33.485667,0,47189,0
Cyprus,35.28666667,33.486667,9,70596,12.75
Cyprus,35.28766667,33.487667,14,110616,12.66
Cyprus,35.28866667,33.488667,6,66014,9.09
Cyprus,35.28966667,33.489667,5,79804,6.27
Cyprus,35.29066667,33.490667,1,75365,1.33
Cyprus,35.29166667,33.491667,1,125423,0.8
Cyprus,35.29266667,33.492667,0,63355,0
Cyprus,35.29366667,33.493667,0,44613,0
Cyprus,35.29466667,33.494667,0,83946,0
Cyprus,35.29566667,33.495667,0,27031,0
Cyprus,35.29666667,33.496667,0,47222,0
Cyprus,35.29766667,33.497667,0,20320,0
Cyprus,35.29866667,33.498667,3,21349,14.05
Cyprus,35.29966667,33.499667,8,62893,12.72
Cyprus,35.30066667,33.500667,10,81903,12.21
Cyprus,35.30166667,33.501667,8,70521,11.34
Cyprus,35.30266667,33.502667,11,110593,9.95
Cyprus,35.30366667,33.503667,4,125846,3.18
Cyprus,35.30466667,33.504667,1,86452,1.16
Cyprus,35.30566667,33.505667,0,59969,0
Cyprus,35.30666667,33.506667,0,73849,0
Cyprus,35.30766667,33.507667,0,44407,0
Cyprus,35.30866667,33.508667,0,28320,0
Cyprus,35.30966667,33.509667,0,46914,0
Cyprus,35.31066667,33.510667,13,107823,12.06
Cyprus,35.31166667,33.511667,8,68555,11.67
Cyprus,35.31266667,33.512667,7,82766,8.46
Cyprus,35.31366667,33.513667,5,87152,5.74
Cyprus,35.31466667,33.514667,4,72330,5.53
Cyprus,35.31566667,33.515667,3,59114,5.07
Cyprus,35.31666667,33.516667,1,22372,4.47
Cyprus,35.31766667,33.517667,2,60975,3.28
Cyprus,35.31866667,33.518667,1,122485,0.82
Cyprus,35.31966667,33.519667,0,44760,0
Cyprus,35.32066667,33.520667,0,29382,0
Cyprus,35.32166667,33.521667,0,47104,0
Cyprus,35.32266667,33.522667,9,83627,10.76
Cyprus,35.32366667,33.523667,7,67482,10.37
Cyprus,35.32466667,33.524667,10,106371,9.4
Cyprus,35.32566667,33.525667,5,58308,8.58
Cyprus,35.32666667,33.526667,3,87902,3.41
Cyprus,35.32766667,33.527667,2,70765,2.83
Cyprus,35.32866667,33.528667,3,118975,2.52
Cyprus,35.32966667,33.529667,1,58123,1.72
Cyprus,35.33066667,33.530667,0,44693,0
Cyprus,35.33166667,33.531667,0,29924,0
Cyprus,35.33266667,33.532667,0,46906,0
Cyprus,35.33366667,33.533667,0,22961,0
Cyprus,35.33466667,33.534667,15,106925,14.03
Cyprus,35.33566667,33.535667,5,58051,8.61
Cyprus,35.33666667,33.536667,2,24004,8.33
Cyprus,35.33766667,33.537667,7,85486,8.19
Cyprus,35.33866667,33.538667,2,68167,2.93
Cyprus,35.33966667,33.539667,3,117819,2.55
Cyprus,35.34066667,33.540667,1,71307,1.4
Cyprus,35.34166667,33.541667,1,90294,1.11
Cyprus,35.34266667,33.542667,0,58057,0
Cyprus,35.34366667,33.543667,0,31234,0
Czech Republic,50.08333333,14.466667,198,179200,110.49
Czech Republic,50.08433333,14.467667,385,800800,48.08
Czech Republic,50.08533333,14.468667,571,1421800,40.16
Czech Republic,50.08633333,14.469667,129,364700,35.37
Czech Republic,50.08733333,14.470667,176,713900,24.65
Czech Republic,50.08833333,14.471667,196,1017200,19.27
Czech Republic,50.08933333,14.472667,99,783000,12.64
Czech Republic,50.09033333,14.473667,150,1426600,10.51
Czech Republic,50.09133333,14.474667,53,684200,7.75
Czech Republic,50.09233333,14.475667,34,747900,4.55
Czech Republic,50.09333333,14.476667,5,804100,0.62
Czech Republic,50.09433333,14.477667,1,767500,0.13
Czech Republic,50.09533333,14.478667,168,171200,98.13
Czech Republic,50.09633333,14.479667,365,805100,45.34
Czech Republic,50.09733333,14.480667,554,1432400,38.68
Czech Republic,50.09833333,14.481667,104,352900,29.47
Czech Republic,50.09933333,14.482667,176,693100,25.39
Czech Republic,50.10033333,14.483667,171,1024900,16.68
Czech Republic,50.10133333,14.484667,116,802000,14.46
Czech Republic,50.10233333,14.485667,157,1443700,10.87
Czech Republic,50.10333333,14.486667,45,668900,6.73
Czech Republic,50.10433333,14.487667,33,766400,4.31
Czech Republic,50.10533333,14.488667,14,771400,1.81
Czech Republic,50.10633333,14.489667,1,735500,0.14
Czech Republic,50.10733333,14.490667,165,161400,102.23
Czech Republic,50.10833333,14.491667,394,811100,48.58
Czech Republic,50.10933333,14.492667,623,1454300,42.84
Czech Republic,50.11033333,14.493667,104,337800,30.79
Czech Republic,50.11133333,14.494667,172,685500,25.09
Czech Republic,50.11233333,14.495667,164,1035800,15.83
Czech Republic,50.11333333,14.496667,122,825400,14.78
Czech Republic,50.11433333,14.497667,164,1465300,11.19
Czech Republic,50.11533333,14.498667,52,660200,7.88
Czech Republic,50.11633333,14.499667,22,789000,2.79
Czech Republic,50.11733333,14.500667,9,745800,1.21
Czech Republic,50.11833333,14.501667,0,710300,0
Czech Republic,50.11933333,14.502667,155,152300,101.77
Czech Republic,50.12033333,14.503667,355,819300,43.33
Czech Republic,50.12133333,14.504667,592,1472000,40.22
Czech Republic,50.12233333,14.505667,110,322400,34.12
Czech Republic,50.12333333,14.506667,159,682100,23.31
Czech Republic,50.12433333,14.507667,139,847600,16.4
Czech Republic,50.12533333,14.508667,155,1049400,14.77
Czech Republic,50.12633333,14.509667,159,1482300,10.73
Czech Republic,50.12733333,14.510667,46,655900,7.01
Czech Republic,50.12833333,14.511667,35,810500,4.32
Czech Republic,50.12933333,14.512667,12,722000,1.66
Czech Republic,50.13033333,14.513667,0,687600,0
Czech Republic,50.13133333,14.514667,150,148000,101.35
Czech Republic,50.13233333,14.515667,333,825100,40.36
Czech Republic,50.13333333,14.516667,522,1482500,35.21
Czech Republic,50.13433333,14.517667,104,314000,33.12
Czech Republic,50.13533333,14.518667,177,686000,25.8
Czech Republic,50.13633333,14.519667,148,865700,17.1
Czech Republic,50.13733333,14.520667,176,1057000,16.65
Czech Republic,50.13833333,14.521667,177,1491800,11.86
Czech Republic,50.13933333,14.522667,41,658900,6.22
Czech Republic,50.14033333,14.523667,31,828100,3.74
Czech Republic,50.14133333,14.524667,11,699800,1.57
Czech Republic,50.14233333,14.525667,2,666800,0.3
Czech Republic,50.14333333,14.526667,132,150800,87.53
Czech Republic,50.14433333,14.527667,524,1486300,35.26
Czech Republic,50.14533333,14.528667,280,828300,33.8
Czech Republic,50.14633333,14.529667,97,317400,30.56
Czech Republic,50.14733333,14.530667,180,695700,25.87
Czech Republic,50.14833333,14.531667,161,874900,18.4
Czech Republic,50.14933333,14.532667,150,1056900,14.19
Czech Republic,50.15033333,14.533667,138,1494200,9.24
Czech Republic,50.15133333,14.534667,35,837000,4.18
Czech Republic,50.15233333,14.535667,25,668100,3.74
Czech Republic,50.15333333,14.536667,7,683100,1.02
Czech Republic,50.15433333,14.537667,4,651600,0.61
Czech Republic,50.15533333,14.538667,140,157200,89.06
Czech Republic,50.15633333,14.539667,488,1487000,32.82
Czech Republic,50.15733333,14.540667,266,831800,31.98
Czech Republic,50.15833333,14.541667,77,327500,23.51
Czech Republic,50.15933333,14.542667,162,708200,22.87
Czech Republic,50.16033333,14.543667,142,873600,16.25
Czech Republic,50.16133333,14.544667,117,1054200,11.1
Czech Republic,50.16233333,14.545667,117,1493000,7.84
Czech Republic,50.16333333,14.546667,26,679400,3.83
Czech Republic,50.16433333,14.547667,24,835700,2.87
Czech Republic,50.16533333,14.548667,8,673700,1.19
Czech Republic,50.16633333,14.549667,1,642600,0.16
Czech Republic,50.16733333,14.550667,122,165300,73.81
Czech Republic,50.16833333,14.551667,333,836100,39.83
Czech Republic,50.16933333,14.552667,550,1487400,36.98
Czech Republic,50.17033333,14.553667,165,724200,22.78
Czech Republic,50.17133333,14.554667,61,340800,17.9
Czech Republic,50.17233333,14.555667,136,865600,15.71
Czech Republic,50.17333333,14.556667,106,1051400,10.08
Czech Republic,50.17433333,14.557667,134,1492200,8.98
Czech Republic,50.17533333,14.558667,32,693900,4.61
Czech Republic,50.17633333,14.559667,21,828400,2.54
Czech Republic,50.17733333,14.560667,5,666600,0.75
Czech Republic,50.17833333,14.561667,1,634800,0.16
Czech Republic,50.17933333,14.562667,127,173500,73.2
Czech Republic,50.18033333,14.563667,554,1487500,37.24
Czech Republic,50.18133333,14.564667,277,845700,32.75
Czech Republic,50.18233333,14.565667,179,742300,24.11
Czech Republic,50.18333333,14.566667,65,354800,18.32
Czech Republic,50.18433333,14.567667,126,849600,14.83
Czech Republic,50.18533333,14.568667,116,1053700,11.01
Czech Republic,50.18633333,14.569667,110,1490700,7.38
Czech Republic,50.18733333,14.570667,31,813700,3.81
Czech Republic,50.18833333,14.571667,20,710600,2.81
Czech Republic,50.18933333,14.572667,5,659000,0.76
Czech Republic,50.19033333,14.573667,3,627200,0.48
Czech Republic,50.19133333,14.574667,154,181079,85.05
Czech Republic,50.19233333,14.575667,302,860656,35.09
Czech Republic,50.19333333,14.576667,509,1488504,34.2
Czech Republic,50.19433333,14.577667,173,761534,22.72
Czech Republic,50.19533333,14.578667,68,368195,18.47
Czech Republic,50.19633333,14.579667,144,824827,17.46
Czech Republic,50.19733333,14.580667,94,1061220,8.86
Czech Republic,50.19833333,14.581667,107,1488619,7.19
Czech Republic,50.19933333,14.582667,32,728994,4.39
Czech Republic,50.20033333,14.583667,24,790478,3.04
Czech Republic,50.20133333,14.584667,3,648214,0.46
Czech Republic,50.20233333,14.585667,0,616895,0
Czech Republic,50.20333333,14.586667,137,187872,72.92
Czech Republic,50.20433333,14.587667,546,1490793,36.62
Czech Republic,50.20533333,14.588667,294,875298,33.59
Czech Republic,50.20633333,14.589667,174,783436,22.21
Czech Republic,50.20733333,14.590667,139,797534,17.43
Czech Republic,50.20833333,14.591667,63,380114,16.57
Czech Republic,50.20933333,14.592667,113,1069748,10.56
Czech Republic,50.21033333,14.593667,120,1487345,8.07
Czech Republic,50.21133333,14.594667,26,751117,3.46
Czech Republic,50.21233333,14.595667,25,763848,3.27
Czech Republic,50.21333333,14.596667,8,631794,1.27
Czech Republic,50.21433333,14.597667,4,600843,0.67
Czech Republic,50.21533333,14.598667,142,191730,74.06
Czech Republic,50.21633333,14.599667,558,1489505,37.46
Czech Republic,50.21733333,14.600667,285,897842,31.74
Czech Republic,50.21833333,14.601667,172,809431,21.25
Czech Republic,50.21933333,14.602667,133,779015,17.07
Czech Republic,50.22033333,14.603667,57,387754,14.7
Czech Republic,50.22133333,14.604667,129,1476998,8.73
Czech Republic,50.22233333,14.605667,92,1084169,8.49
Czech Republic,50.22333333,14.606667,30,772655,3.88
Czech Republic,50.22433333,14.607667,19,745082,2.55
Czech Republic,50.22533333,14.608667,4,617745,0.65
Czech Republic,50.22633333,14.609667,2,586157,0.34
Czech Republic,50.22733333,14.610667,140,196619,71.2
Czech Republic,50.22833333,14.611667,518,1458286,35.52
Czech Republic,50.22933333,14.612667,282,921139,30.61
Czech Republic,50.23033333,14.613667,180,818936,21.98
Czech Republic,50.23133333,14.614667,67,395065,16.96
Czech Republic,50.23233333,14.615667,91,746413,12.19
Czech Republic,50.23333333,14.616667,86,1105366,7.78
Czech Republic,50.23433333,14.617667,108,1451319,7.44
Czech Republic,50.23533333,14.618667,30,788166,3.81
Czech Republic,50.23633333,14.619667,26,714488,3.64
Czech Republic,50.23733333,14.620667,5,592734,0.84
Czech Republic,50.23833333,14.621667,1,563932,0.18
Czech Republic,50.23933333,14.622667,158,202317,78.1
Czech Republic,50.24033333,14.623667,572,1441293,39.69
Czech Republic,50.24133333,14.624667,307,949402,32.34
Czech Republic,50.24233333,14.625667,206,842279,24.46
Czech Republic,50.24333333,14.626667,74,403426,18.34
Czech Republic,50.24433333,14.627667,116,726604,15.96
Czech Republic,50.24533333,14.628667,127,1431458,8.87
Czech Republic,50.24633333,14.629667,99,1129314,8.77
Czech Republic,50.24733333,14.630667,29,810207,3.58
Czech Republic,50.24833333,14.631667,22,694102,3.17
Czech Republic,50.24933333,14.632667,6,573339,1.05
Czech Republic,50.25033333,14.633667,3,544809,0.55
Czech Republic,50.25133333,14.634667,121,208455,58.05
Czech Republic,50.25233333,14.635667,540,1429901,37.76
Czech Republic,50.25333333,14.636667,317,973192,32.57
Czech Republic,50.25433333,14.637667,193,862649,22.37
Czech Republic,50.25533333,14.638667,110,707587,15.55
Czech Republic,50.25633333,14.639667,62,411827,15.05
Czech Republic,50.25733333,14.640667,95,1150600,8.26
Czech Republic,50.25833333,14.641667,99,1417483,6.98
Czech Republic,50.25933333,14.642667,24,829828,2.89
Czech Republic,50.26033333,14.643667,14,676084,2.07
Czech Republic,50.26133333,14.644667,5,553266,0.9
Czech Republic,50.26233333,14.645667,3,525775,0.57
Czech Republic,50.26333333,14.646667,113,215366,52.47
Czech Republic,50.26433333,14.647667,516,1427262,36.15
Czech Republic,50.26533333,14.648667,347,998004,34.77
Czech Republic,50.26633333,14.649667,208,877897,23.69
Czech Republic,50.26733333,14.650667,85,695191,12.23
Czech Republic,50.26833333,14.651667,50,420901,11.88
Czech Republic,50.26933333,14.652667,109,1408555,7.74
Czech Republic,50.27033333,14.653667,82,1171511,7
Czech Republic,50.27133333,14.654667,33,841934,3.92
Czech Republic,50.27233333,14.655667,16,663458,2.41
Czech Republic,50.27333333,14.656667,4,534812,0.75
Czech Republic,50.27433333,14.657667,2,506842,0.39
Czech Republic,50.27533333,14.658667,125,222276,56.24
Czech Republic,50.27633333,14.659667,459,1426930,32.17
Czech Republic,50.27733333,14.660667,299,1022887,29.23
Czech Republic,50.27833333,14.661667,155,884745,17.52
Czech Republic,50.27933333,14.662667,101,690682,14.62
Czech Republic,50.28033333,14.663667,41,430258,9.53
Czech Republic,50.28133333,14.664667,90,1193318,7.54
Czech Republic,50.28233333,14.665667,95,1401646,6.78
Czech Republic,50.28333333,14.666667,20,845584,2.37
Czech Republic,50.28433333,14.667667,12,658122,1.82
Czech Republic,50.28533333,14.668667,3,515573,0.58
Czech Republic,50.28633333,14.669667,0,488298,0
Czech Republic,50.28733333,14.670667,109,229015,47.6
Czech Republic,50.28833333,14.671667,322,1047512,30.74
Czech Republic,50.28933333,14.672667,440,1434256,30.68
Czech Republic,50.29033333,14.673667,176,888983,19.8
Czech Republic,50.29133333,14.674667,100,690165,14.49
Czech Republic,50.29233333,14.675667,49,438726,11.17
Czech Republic,50.29333333,14.676667,72,1216178,5.92
Czech Republic,50.29433333,14.677667,73,1400706,5.21
Czech Republic,50.29533333,14.678667,21,846092,2.48
Czech Republic,50.29633333,14.679667,15,654550,2.29
Czech Republic,50.29733333,14.680667,2,499126,0.4
Czech Republic,50.29833333,14.681667,0,472986,0
Czech Republic,50.29933333,14.682667,137,235750,58.11
Czech Republic,50.30033333,14.683667,434,1457201,29.78
Czech Republic,50.30133333,14.684667,291,1075692,27.05
Czech Republic,50.30233333,14.685667,162,892070,18.16
Czech Republic,50.30333333,14.686667,96,692756,13.86
Czech Republic,50.30433333,14.687667,37,446156,8.29
Czech Republic,50.30533333,14.688667,84,1241767,6.76
Czech Republic,50.30633333,14.689667,88,1412333,6.23
Czech Republic,50.30733333,14.690667,32,842858,3.8
Czech Republic,50.30833333,14.691667,14,653487,2.14
Czech Republic,50.30933333,14.692667,3,487813,0.61
Czech Republic,50.31033333,14.693667,1,461711,0.22
Czech Republic,50.31133333,14.694667,135,240265,56.19
Czech Republic,50.31233333,14.695667,476,1480738,32.15
Czech Republic,50.31333333,14.696667,337,1100133,30.63
Czech Republic,50.31433333,14.697667,199,880108,22.61
Czech Republic,50.31533333,14.698667,81,685218,11.82
Czech Republic,50.31633333,14.699667,42,450517,9.32
Czech Republic,50.31733333,14.700667,78,1265312,6.16
Czech Republic,50.31833333,14.701667,79,1428022,5.53
Czech Republic,50.31933333,14.702667,16,646079,2.48
Czech Republic,50.32033333,14.703667,18,827079,2.18
Czech Republic,50.32133333,14.704667,2,479988,0.42
Czech Republic,50.32233333,14.705667,1,453948,0.22
Czech Republic,50.32333333,14.706667,115,243211,47.28
Czech Republic,50.32433333,14.707667,394,1121705,35.13
Czech Republic,50.32533333,14.708667,473,1499075,31.55
Czech Republic,50.32633333,14.709667,168,858416,19.57
Czech Republic,50.32733333,14.710667,94,665538,14.12
Czech Republic,50.32833333,14.711667,40,453417,8.82
Czech Republic,50.32933333,14.712667,84,1288749,6.52
Czech Republic,50.33033333,14.713667,87,1445352,6.02
Czech Republic,50.33133333,14.714667,26,805752,3.23
Czech Republic,50.33233333,14.715667,20,629937,3.17
Czech Republic,50.33333333,14.716667,1,479853,0.21
Czech Republic,50.33433333,14.717667,0,454268,0
Czech Republic,50.33533333,14.718667,118,246004,47.97
Czech Republic,50.33633333,14.719667,424,1152114,36.8
Czech Republic,50.33733333,14.720667,500,1517715,32.94
Czech Republic,50.33833333,14.721667,173,818695,21.13
Czech Republic,50.33933333,14.722667,120,632356,18.98
Czech Republic,50.34033333,14.723667,43,454906,9.45
Czech Republic,50.34133333,14.724667,86,1456523,5.9
Czech Republic,50.34233333,14.725667,77,1312571,5.87
Czech Republic,50.34333333,14.726667,28,771896,3.63
Czech Republic,50.34433333,14.727667,19,602033,3.16
Czech Republic,50.34533333,14.728667,2,483911,0.41
Czech Republic,50.34633333,14.729667,0,457594,0
Czech Republic,50.34733333,14.730667,146,248952,58.65
Czech Republic,50.34833333,14.731667,430,1173069,36.66
Czech Republic,50.34933333,14.732667,538,1537251,35
Czech Republic,50.35033333,14.733667,179,796162,22.48
Czech Republic,50.35133333,14.734667,84,609704,13.78
Czech Republic,50.35233333,14.735667,45,456859,9.85
Czech Republic,50.35333333,14.736667,106,1333013,7.95
Czech Republic,50.35433333,14.737667,94,1471892,6.39
Czech Republic,50.35533333,14.738667,22,750032,2.93
Czech Republic,50.35633333,14.739667,10,581629,1.72
Czech Republic,50.35733333,14.740667,3,495721,0.61
Czech Republic,50.35833333,14.741667,1,468843,0.21
Czech Republic,50.35933333,14.742667,129,252532,51.08
Czech Republic,50.36033333,14.743667,399,1188011,33.59
Czech Republic,50.36133333,14.744667,485,1556338,31.16
Czech Republic,50.36233333,14.745667,168,773130,21.73
Czech Republic,50.36333333,14.746667,108,586871,18.4
Czech Republic,50.36433333,14.747667,36,459282,7.84
Czech Republic,50.36533333,14.748667,108,1488299,7.26
Czech Republic,50.36633333,14.749667,92,1347862,6.83
Czech Republic,50.36733333,14.750667,30,729365,4.11
Czech Republic,50.36833333,14.751667,15,560391,2.68
Czech Republic,50.36933333,14.752667,5,510895,0.98
Czech Republic,50.37033333,14.753667,2,483804,0.41
Czech Republic,50.37133333,14.754667,123,257383,47.79
Czech Republic,50.37233333,14.755667,364,1197687,30.39
Czech Republic,50.37333333,14.756667,467,1580637,29.55
Czech Republic,50.37433333,14.757667,157,752372,20.87
Czech Republic,50.37533333,14.758667,84,565782,14.85
Czech Republic,50.37633333,14.759667,54,464061,11.64
Czech Republic,50.37733333,14.760667,107,1356408,7.89
